1;1;1;2022/08/11
2;1;1;2022/08/18
3;1;1;2022/08/25
4;1;1;2022/09/01
5;1;1;2022/09/08
6;1;1;2022/09/15
7;1;1;2022/09/22
8;1;1;2022/09/29
9;1;1;2022/10/06
10;1;1;2022/10/13
11;1;1;2022/10/20
12;1;1;2022/10/27
13;1;1;2022/11/03
14;1;1;2022/11/10
15;1;1;2022/11/17
16;1;1;2022/11/24
17;1;1;2022/12/01
18;1;1;2022/12/08
19;1;1;2022/12/15
20;1;1;2022/12/22
21;1;1;2022/12/29
22;1;1;2023/01/05
23;1;1;2023/01/12
24;1;1;2023/01/19
25;1;1;2023/01/26
26;1;1;2023/02/02
27;1;1;2023/02/09
28;1;1;2023/02/16
29;1;1;2023/02/23
30;1;1;2023/03/02
31;1;1;2023/03/09
32;1;1;2023/03/16
33;1;1;2023/03/23
34;1;1;2023/03/30
35;1;1;2023/04/06
36;1;1;2023/04/13
37;1;1;2023/04/20
38;1;1;2023/04/27
39;1;1;2023/05/04
40;1;1;2023/05/11
41;1;1;2023/05/18
42;1;1;2023/05/25
43;1;1;2023/06/01
44;1;1;2023/06/08
45;1;1;2023/06/15
46;1;1;2023/06/22
47;1;1;2023/06/29
48;1;1;2023/07/06
49;1;1;2023/07/13
50;1;1;2023/07/20
51;1;1;2023/07/27
52;1;1;2023/08/03
53;1;1;2023/08/10
54;1;1;2023/08/17
55;1;1;2023/08/24
56;1;1;2023/08/31
57;1;1;2023/09/07
58;1;1;2023/09/14
59;1;1;2023/09/21
60;1;1;2023/09/28
61;1;1;2023/10/05
62;1;1;2023/10/12
63;1;1;2023/10/19
64;1;1;2023/10/26
65;1;1;2023/11/02
66;1;1;2023/11/09
67;1;1;2023/11/16
68;1;1;2023/11/23
69;1;1;2023/11/30
70;1;1;2023/12/07
71;1;1;2023/12/14
72;1;1;2023/12/21
73;1;1;2023/12/28
74;1;1;2024/01/04
75;2;1;2022/08/15
76;2;1;2022/08/22
77;2;1;2022/08/29
78;2;1;2022/09/05
79;2;1;2022/09/12
80;2;1;2022/09/19
81;2;1;2022/09/26
82;2;1;2022/10/03
83;2;1;2022/10/10
84;2;1;2022/10/17
85;2;1;2022/10/24
86;2;1;2022/10/31
87;2;1;2022/11/07
88;2;1;2022/11/14
89;2;1;2022/11/21
90;2;1;2022/11/28
91;2;1;2022/12/05
92;2;1;2022/12/12
93;2;1;2022/12/19
94;2;1;2022/12/26
95;2;1;2023/01/02
96;2;1;2023/01/09
97;2;1;2023/01/16
98;2;1;2023/01/23
99;2;1;2023/01/30
100;2;1;2023/02/06
101;2;1;2023/02/13
102;2;1;2023/02/20
103;2;1;2023/02/27
104;2;1;2023/03/06
105;2;1;2023/03/13
106;2;1;2023/03/20
107;2;1;2023/03/27
108;2;1;2023/04/03
109;2;1;2023/04/10
110;2;1;2023/04/17
111;2;1;2023/04/24
